x,t=steady
2.642408026755853233e-06,1.580256584477709722e+19
2.652341137123746048e-06,1.580256582871610982e+19
2.662274247491638863e-06,1.580256581265505280e+19
2.672207357859532102e-06,1.580256579659392819e+19
2.682140468227424917e-06,1.580256578053273600e+19
2.692073578595318155e-06,1.580256576447146598e+19
2.702006688963210970e-06,1.580256574841011610e+19
2.711939799331103785e-06,1.580256573234870067e+19
2.721872909698997023e-06,1.580256571628719718e+19
2.731806020066889838e-06,1.580256570022562816e+19
2.741739130434783077e-06,1.580256568416398950e+19
2.751672240802675892e-06,1.580256566810225254e+19
2.761605351170568706e-06,1.580256565204046234e+19
2.771538461538461945e-06,1.580256563597858611e+19
2.781471571906354760e-06,1.580256561991663821e+19
2.791404682274247575e-06,1.580256560385461658e+19
2.801337792642140813e-06,1.580256558779252122e+19
2.811270903010033628e-06,1.580256557173035827e+19
2.821204013377926866e-06,1.580256555566811750e+19
2.831137123745819681e-06,1.580256553960579891e+19
2.841070234113712496e-06,1.580256552354341888e+19
2.851003344481605735e-06,1.580256550748096307e+19
2.860936454849498550e-06,1.580256549141843354e+19
2.870869565217391365e-06,1.580256547535582822e+19
2.880802675585284603e-06,1.580256545929314304e+19
2.890735785953177418e-06,1.580256544323039232e+19
2.900668896321070656e-06,1.580256542716756378e+19
2.910602006688963471e-06,1.580256541110466765e+19
2.920535117056856286e-06,1.580256539504169779e+19
2.930468227424749525e-06,1.580256537897864192e+19
2.940401337792642339e-06,1.580256536291553280e+19
2.950334448160535578e-06,1.580256534685233971e+19
2.960267558528428393e-06,1.580256533078907085e+19
2.970200668896321208e-06,1.580256531472573030e+19
2.980133779264214446e-06,1.580256529866232013e+19
2.990066889632107261e-06,1.580256528259882803e+19
3.000000000000000076e-06,1.580256526653527040e+19
3.313567839195979536e-05,1.580251619259548467e+19
6.327135678391959911e-05,1.580246642887598490e+19
9.340703517587938931e-05,1.580241596032191693e+19
1.235427135678391795e-04,1.580236477145213542e+19
1.536783919597989833e-04,1.580231284634455245e+19
1.838140703517587599e-04,1.580226016862085734e+19
2.139497487437185637e-04,1.580220672143063859e+19
2.440854271356783674e-04,1.580215248743483597e+19
2.742211055276381712e-04,1.580209744878855373e+19
3.043567839195980020e-04,1.580204158712314266e+19
3.344924623115577787e-04,1.580198488352750592e+19
3.646281407035175553e-04,1.580192731852869018e+19
3.947638190954773862e-04,1.580186887207162266e+19
4.248994974874371628e-04,1.580180952349797990e+19
4.550351758793969937e-04,1.580174925152423526e+19
4.851708542713567703e-04,1.580168803421862912e+19
5.153065326633165470e-04,1.580162584897733222e+19
5.454422110552762694e-04,1.580156267249940480e+19
5.755778894472361002e-04,1.580149848076082586e+19
6.057135678391959311e-04,1.580143324898725274e+19
6.358492462311556535e-04,1.580136695162566861e+19
6.659849246231154844e-04,1.580129956231475610e+19
6.961206030150753152e-04,1.580123105385392742e+19
7.262562814070350377e-04,1.580116139817103565e+19
7.563919597989948685e-04,1.580109056628853555e+19
7.865276381909546994e-04,1.580101852828821709e+19
